utterances,labels
"Wow, I think you are going to really enjoy yourself. The people Portraits Exhibit is an amazing experience. I would love to hear how you enjoyed it.",default
I'm planning a trip to Cambridge and am looking for a place to dine.,default
I'm looking for an Italian restaurant in the north.,default
"Sure, I need a table for 4 on Saturday at 16:00 please.",default
Thanks I also need a train leaving Sunday from Cambridge to Norwich leaving after 13:00.,default
i would just like the train leaving the closest after 13:00.,default
"I am not ready too book yet. May I have the price and travel time, please?",default
"Okay, thank you. Good-bye.",default
I'm looking for an attraction to visit. Is there anything located in the west part of town?,default
"No, I was thinking of something fun to do. Do you have any suggestions?",default
"Whale of a Time sounds like a whale of a time! Yes, can I have their phone number, address, and postcode please?",default
"No, that's all I need. Thank you!",default
I am planning a trip in Cambridge,default
"Moderate price in the East. and I need the phone number, address, and food type",default
Yes. That would be fine. What is the address and phone number?,default
not now. im also looking for a train from cambridge.,default
I am going to leicester on Wednesday and need to be there by 09:15.,default
"I don't need a ticket just yet, but I do need the travel time and price.",default
Can you give me directions to Byard Art in Cambridge?,default
"Yes, I will also need the phone number and entrance fee please.",default
Can you give me the address please?,default
"Hmm, that number doesn't seem like it would be correct. Can you double check that for me?",default
"Can you help me find a 4 star hotel, and it doesn't matter if it doesn't have internet.",default
I would like it to be in the moderate price range and include free parking.,default
"No, but I do need free wifi. Could you book a room for Wednesday? I will need it for 4 nights. I will be alone.",default
How about 1 night? Could you also please provide me with the reference number? I would also like to book a taxi.,default
I'd also like to book a taxi to go between the two. I'd like to leave Byard Art by 21:30.,default
"No, that's all. Thank you!",default
I need to find a restaurant in the centre.,default
I would like British food. I have no preference of price range.,default
Yes I need a table for 6 Monday at 18:15.,default
"I am also looking for an attraction, some type of boat.",default
"Sure, the one in the east please.",default
Could you tell me what the postcode is for the camboats?,default
"no, what the address and area of town, also I will be needing a cab as well.",default
ok! Thank you! Can you get me a taxi to cambots?,default
I need to be at Camboats by 8:15,default
"Sorry, actually I need to go from Camboats to The Copper Kettle. I want to get there by 18:15.",default
"Thank you. What a relief everything is set up now. Again, thanks. Goodbye.",default
"Hi, I'm looking to catch a train to Norwich. Are there any that depart at or around 17:00?",default
Does that train leave on Friday?,default
No preference.,default
"Sure thing, I'd like 7 tickets please.",default
Thank you!,default
Thanks so much for all your help.,default
I need to find a train from cambridge to ely that leaves after 09:00,default
I will be traveling on Monday.,default
What is the travel time and price?,default
i also need somewhere to sleep,default
I need a 4 star hotel.,default
How about something in the expensive price range with free wifi?,default
book it for 7 people and 5 nights starting from wednesday.,default
"That will be all, thanks for all of your help",default
Thank you! Have a great day.,default
I'm looking for a museum to go to and it should be in the centre. I would like free admission.,default
I am looking for a museum in the city center.,default
"Yes,and I will be needing the phone number also.",default
"Yes, I was also interested in a European restaurant in the same area.",default
I need a moderate price range.,default
Galleria sounds good. Can you make a reservation for Monday for 3 at 12:30?,default
I need to book a taxi from the park to get me to the restaurant on time. Can you do that for me?,default
Yes thank you. I appreciate all your help. Good day!,default
Can you give me information about museums in the centre of town?,default
"Which is your favorite, and how much is the entrance fee?",default
No that isn't necessary. Could you help me find a train going to cambridge?,default
I need a train from Leicester to Cambridge on Sunday arriving by 20:00.,default
"I think that will work. Before I book a ticket, though, could you give me the travel time?",default
"I have everything I need, can I book?",default
We need 4 please. We have 2 children under 12. Do they get a special rate?,default
Great thank you that's all I need.,default
I am looking for a train that departs from Peterborough and goes to Cambridge.,default
We will be leaving on Sunday afternoon.,default
"Yes, it should leave after 20:15 and leave on monday, not sunday. Please give me a price, travel time, and arrival time for any train.",default
Yes please. What is the travel time? I'll also need a hotel in the expensive price range. Can you help me with that as well?,default
"Yes, I'd like a 2 star rating and I'll need it to be in the east side of town.",default
"Yes, I would like to book it for 3 people starting that same day for 4 nights.",default
That is all thank you goodbye.,default
"Hi, can you give me information about Nusha?",default
Yes I'd like to know where the area is and the phone number.,default
Alright. Are there any trains going to Cambridge on Sunday?,default
I'll be departing from birmingham new street leaving after 21:00. Can you book 2 seats? What is the cost?,default
I actually need to book 7 seats. Can you add 5 more?,default
You are not being very helpful.,default
"Okay, that will be all. Good bye.",default
"I saw a places with a weird name, cafe jello gallery. Can you tell me more about it?",default
"Can you give me the address, please?",default
No thanks. But I could use some help with finding a train into Cambridge.,default
I am leaving from Norwich on Thursday. I need to arrive by 9.,default
"Yes, please book it.",default
I have booked you one train ticket for Cafe Jello in Cambridge. Train number TR3948 departs from Norwich and arrives to Cambridge on Thursday at 8:35.,default
"I need the train ID instead,please.",default
"Okay, great! That's all I'll be needing, thanks so much!",default
Are there any 1-star hotels with free parking?,default
"I am looking for a guesthouse with free parking, preferably one star.",default
What about guesthouses?,default
how about a hotel with 4 stars?,default
"Yes, I will be traveling alone on Sunday and staying for 2 nights.",default
Let's back up a bit. Are there any 4-star guesthouses?,default
"No, no place in particular. Whatever you think is good.",default
"The reservation will start on Sunday, for one person.",default
"Sure, can you check on a Tuesday arrival?",default
That is all. Thanks so much!,default
I am looking for a place to eat by the name of City Stop Restaurant.,default
Can you get a table for one at 17:15 on Thursday?,default
"Just one. Oh, and I'll need the reference number.",default
"Thanks, I also need a cinema in the South for after my reservation please.",default
I need a cinema in the South for after my reservation.,default
Sure that sounds nice. Can you tell me about any entrance fees?,default
"Yes, please provide the phone number.",default
I need to book a taxi as well please to get me to the restaurant by 17:15.,default
I'll be departing from the Cineworld cinema.,default
"Can I get the contact number for the taxi, please? Thanks a lot.",default
"Nope, that's everything. Thank you.",default
You have a nice day as well!,default
I'm looking for an expensive chinese restaurant in Cambridge.,default
I'd like to be where all the action is in the centre of town.,default
"Yes, please pick one for me. I need the address with postcode. I'd also like the phone number too. Thanks for your help!",default
"I would love to try that restaurant. What is the address, phone number, and postcode, please?",default
"No, not yet. Can you help with a hotel room?",default
I'm looking for the alexander bed and breakfast. Do you know it?,default
"No thanks, just a booking for 5 people, 2 nights starting on Sunday please.",default
Thanks! I will also need a taxi.,default
Commuting between the two places discussed leaving by 15:15.,default
No thank you.,default
I'm hoping to find a nightclub in town.,default
"No, can you tell me what the entrance fee is?",default
Can you please tell me what the phone number is for The Soul Tree?,default
What is their postcode?,default
No thank you. That is all the information I need.,default
I am planning a trip in Cambridge,default
I'm actually looking for a particular attraction called the fitzwilliam museum.,default
What type of attraction is that?,default
Thanks. I do actually need help finding a train. I want to go to London Kings Cross on Monday.,default
I would like to depart cambridge after 13:30.,default
I'll need tickets for 4 people. Can I have the reference number please?,default
naw i'm good thanks,default
"Likewise, thanks very much!",default
Find me a train to kings lynn that arrives by 20:15.,default
Is it on Saturday?,default
"Yes, I definitely would. Can I please have the confirmation number as well?",default
"No, that's ok. No need to book it, but can you tell me the price of the ticket?",default
I want to book a room at the el shaddai for 4 people 4 nights starting tuesday,default
Thank you.,default
I need a taxi. I am going to avalon and I need to leave after 16:15,default
I will be at Parkside Pools.,default
Great that will be everything thanks.,default
I am looking for places to go in the centre of town.,default
Not really. Can you recommend a place?,default
"That sounds wonderful, can you tell me what the entrance fee is for that?",default
Actually yes. I need high priced hotel with free wifi,default
"Area doesn't matter, but it should be a guesthouse with a 4 star rating.",default
How about a guesthouse with a star rating of 4 that is cheap?,default
"Sounds great, thanks! Can you please book it for 4 people, for 3 nights, starting Saturday?",default
"No, thank you for your help.",default
Hello could you give me some information on some entertainment places in the centre of Cambridge to go visit please?,default
Are there any colleges?,default
soundss good. what is the address and postcode?,default
Thank you. What is the entrance fee for Downing College?,default
"Great! Can you also help me with a place to stay, the one I'm looking for is called allenbell.",default
"Yes, for four people staying three nights starting Friday.",default
No thank you. I believe that is everything today.,default
I am looking for aa train to cambridge that will depart after 16:45,default
I'll be leaving from leicester on Sunday.,default
"That's sounds fine, could you let me know how much each train will cost?",default
"No, thanks. I will go ahead and book later. I am also looking for a hotel room that is moderately priced.",default
"The place does not have to have free parking, should include free wifi, and should be in the centre of town.",default
"That won't be necessary. Could you just give me the postcode, hotel type, and what it's star rating is please?",default
Thank you very much for all your help.,default
I think that's it,default
"Hello, I am looking for a restaurant in the town centre that serves British food.",default
"Yes, I'm looking for a moderately priced restaurant with British food.",default
"Sure. I will be booking 3 people at 17:45 on Wednesday. Could i also get the reference number, please?",default
I also need a hotel in the same price range as the restaurant.,default
I would like something that is 2 stars and includes free parking.,default
"Could you book a room for 2 people, 2 nights on Wednesday at the Ashley, please?",default
"Sure, lets try that instead.",default
"Can you try the Lovell Lodge for the Wednesday, please?",default
"Yes, I need a 2 star hotel for 3 people for 2 nights on Wednesday, moderately priced, with free parking.",default
I think that's all I need. Thank you.,default
"I would like to book a room in a hotel, please.",default
"Yes, I would like a hotel in the north please.",default
i would like to hear about the ashley hotel please,default
"Sounds promising. Do tell, what would be the Ashley's phone number and postcode?",default
Yes you can help me find a train from Kings Lynn to Cambridge,default
"I would like to depart on saturday and arrive by 16:30. What is the exact departure time, price, and train ID?",default
Yes please book those seats. Could you please provide me with the train ID?,default
"No! The train needs to arrive by 16:30, not 5:58",default
"All I need is the departure time, price, and train ID. Thanks",default
"Thanks so much for stepping in. I was about to lose it. Yes, this is all the information I need. Thanks. Goodbye.",default
Where is the train that arrives at 11:00 and leaves to Cambridge?,default
I want to depart from Broxbourne on Friday.,default
Yes. Please book for 6 people.,default
Thank you. Now I would like to party all night at a good night club. Can you help with that?,default
I would like one in the west.,default
Okay are there any good colleges in that area?,default
What's the entrance fee?,default
"Yes, I also need the address and postcode please.",default
Nothing more. Thank you for the train and college information. Goodbye.,default
I need to find somewhere to eat that is moderately priced in the city's center.,default
"No, nothing in particular. Can you recommend one and give me the address?",default
Great I also am looking for a multiple sports attraction in the centre of town too.,default
How about a college?,default
Great can I get the postcode of it?,default
And what is the address?,default
"No, that's all. Thank you",default
Are there any expensive British restaurants?,default
I'd like for it to be in the West please.,default
"I am not quite ready to book a table, however I would like the phone number and address of each restaurant including the postcode.",default
I'm looking for a train that leaves on Sunday and arrive by 12:00.,default
I will be departing from Cambridge and traveling to Stevenage.,default
"Yes please! I think that is all I need, thank you.",default
"Yes, that is all. Thanks again.",default
Are there any good vegetarian restaurants in the centre?,default
Are there any other expensive restaurants in the same area?,default
No it has to be expensive. Are there any mediterranean places in the centre?,default
Yes. I'd like to book a table for 7 at 12:15 on Saturday at la mimosa please.,default
"Yes, please see what's available at 11:15.",default
I am looking for a train that departs from london liverpool street to cambridge.,default
The train is for Saturday and should arrive by 08:00.,default
Can I get the train ID please?,default
"No, thank you. I will go ahead and book at a later time. This was all the info I needed. Thank you so much.",default
"Hi, I'm looking for a train that will be leaving after 19:30 that goes to Kings Lynn.",default
I'll be leaving from Cambridge on Friday.,default
I need to arrive by 18:00 and I am going to ely.,default
"Yes, please, can you book me for 2 people, and I need th ereference number.",default
Yes i am looking to go to a sporting events up north. Do you have any suggestions?,default
Okay then can we search for a park in the north instead then?,default
"Sounds great, thanks! Is there an entrance fee? If so, what is it?",default
"I think that's it for today! Thank you very much, good bye.",default
"Hi, I'm looking for a place to stay that has free wifi and free parking.",default
I do not have a preference but I do want a hotel not a guest house.,default
Sure. That would be great.,default
There are 3 of us and we'll be arriving on Saturday.,default
It will be for two nights.,default
Can you try for just 1 night then?,default
"No. That'll be all, thanks. Bye!",default
I'm hoping you can help me find an expensive hotel on the North end,default
I am looking specifically for a guesthouse in the expensive price range in the north. Can you look again please?,default
Perhaps you could check the moderate price range in the north area of town.,default
"Okay, great! I'll need it booked for Sunday, 5 nights, and 5 people, please?",default
"Yes, I'm also looking for a place to dine. I'd like for it to be in the north and serve modern American food.",default
Okay can you look out for any in still the same location with the Hotel that serves asian oriental food.,default
No thank you. I just need the price range and postcode.,default
Thank you for all your help!,default
"That's all, goodbye!",default
I am planning a trip in Cambridge,default
i need info about a restaurant called galleria,default
Thank you. I'm also looking for a Sunday train.,default
I need to leave from Norwich and arrive in Cambridge by 11:30.,default
Sure. What is the price and departure time?,default
Great. Thanks for being so helpful today. That is all I needed. Bye.,default
You do the same. Good-bye.,default
Can you find a theater to go to in town?,default
"No, I'm not concerned about that.",default
"Okay, great. I'm also looking for a restaurant in the south. It should be expensive.",default
How about chinese food?,default
"Perfect, would you be able to book that for me?",default
"Actually, I will book it myself. May I please get Peking Restaurant's phone number and postcode?",default
Thanks. Could I get the address as well please?,default
"That's all I need, thanks very much.",default
I'm looking for European restaurant in the centre.,default
I haven't tried any in that area before. What would you suggest?,default
"Can I get the phone number and postcode for eraina, please?",default
"I also need a cheap place to stay, with free wifi.",default
The same area as the restaurant and I prefer a guesthouse.,default
I would like to book The Alexander Bed and Breakfast,default
It will be for six people for 4 nights starting on Monday.,default
Yes I would like to book a taxi to commute between the two places.,default
I would like to be picked up at the restaurant by 16:30.,default
Thank you very much!,default
I'm sorry but I will be dining at the Eraina restaurant. Can you have the same taxi pick me up there instead?,default
Awesome. That's all I need thanks.,default
Are there any guesthouses in the east?,default
It needs to be cheap.,default
Can I have the address for Leverton House?,default
Do they have internet and free parking?,default
That will work can you book that for me?,default
"I'm sorry, I don't need a room right now. I just need their address.",default
I'm also looking for a train. Arriving in Cambridge by 09:15.,default
I need to leave on Saturday from Ely.,default
It doesn't matter. Just pick one and book it for 7 people.,default
Thank you. That is all that I need.,default
Hello! I'd like to eat at an indian restaurant in the centre. Can you help?,default
"any price range please, need it for monday.",default
1 person at 14:15.,default
Could you try Monday at 13:15?,default
"Yes please, and I am also looking for a train leaving cambridge on tuestday going to london kings cross arriving by 18:45.",default
No specific time just as long as arrival is by 18:45. Please give me the price options.,default
Thanks for your help!,default
I'm looking for an expensive place to eat in the centre.,default
It doesn't matter to me which type of food they serve. What would you recommend for a person eating alone?,default
"Yes please, can you book a table for 1 on Monday at 13:00?",default
Thanks! I also need a train to peterborough and I need it to arrive by 10am and arrive on tuesday to cambridge,default
I will be departing from Cambridge and traveling to Peterborough.,default
"Yes, this will be for one person only. Thank you very much",default
Okay thank you very much.,default
"My friends said that I must visit Corpus Christi, can you please give me some more information about it?",default
Yes. What is the postcode?,default
Are there any African restaurants in the centre?,default
Is this listing in the expensive price range?,default
Please book a table for 4 at 15:30 on saturday.,default
"No, that's great, thanks!",default
I am looking for a restaurant serving chinese food in the centre part of town.,default
I am looking for something expensive.,default
"That sounds great! Yes, please! Book a table for 3 people at 15:45 on friday.",default
That will be all. Thank you very much!,default
Please find a restaurant called Nusha.,default
I am not sure of the type of food but could you please check again and see if you can find it? Thank you.,default
"It's not a restaurant, it's an attraction. Nusha.",default
"No, but please confirm their address again and their postcode.",default
I want Indian food in the center area.,default
I am looking for expensive Indian food.,default
Can I get the address for saffron brasserie?,default
Can I clarify that it was Indian food and not Italian food please?,default
Thank you that is all the information I need at the moment.,default
You have. Thank you. Goodbye.,default
What kind of attraction are there here?,default
"Actually, I'm interested in a restaurant called Rice House.",default
Great. Can you reserve a table for 7 on Friday at 13:30?,default
"Thank you. I'll need a reference number, please?",default
"I am looking for a place called the man on the moon, can you give me their phone number and postcode please",default
"Great, that will be all. Thank you!",default
"Thank you, you too.",default
No thank you that will be all,default
"Hi, I need to get in from King's Lynn to Cambridge",default
"I'm looking to leave Friday after 21:15, if you could book me a reservation for that time period that would be great.",default
I need 2 please.,default
No thank you. That is all I need.,default
"I am looking for some where to go, in the centre of town.",default
"Yes, I would like to visit a park, please.",default
"Yes, that would be great. I will need a train also.",default
I need the train to go to Broxbourne.,default
I'm traveling on Saturday.,default
"I would like to arrive in Broxbourne by 09:15 from Cambridge. I will need a departure time too, please.",default
No thank you I can book the train myself.,default
"No, that's it. You've been great, thanks. Bye!",default
"I am looking for places to go, do you have any attractions in the west part of town?",default
I think I would prefer a museum.,default
"Sure, give me their phone number. I'd also like to find an expensive restaurant in West Cambridge.",default
That sounds good. Could you reserve a table for 3 on Friday at 19:00? Can I get a reference number? Thank you!,default
I also want to book a taxi to go from the museum to the restaurant.,default
I would like for the taxi arrive by 19:00 please. Can you give me a contact number and the car type for the taxi as well?,default
"Thank you, that's all I need today.",default
"I would like to find in Cambridge, a restaurant, located in the Centre area. I love spanish food.",default
The restaurant should be in the expensive price range,default
How about african food?,default
"That would be great, could you just give me their number?",default
I also want to find an expensive place to stay with a star rating of 3 please.,default
"I want one that is in the same area as Bedouin, please.",default
"Yes, please book that for 8 people starting Friday for 3 nights.",default
"Yes, please try again for only 2 nights and see if that works.",default
"Thank you, that's all I need today!",default
I'd like to find out if there are any cheap portuguese places to eat in Cambridge.,default
"Yes, I will make a reservation at Nandos in the south part of the city for five people on Thursday.",default
I would like the reservation to be at 14:45.,default
I need a place to stay as well. I need free parking.,default
"Lets see what is available cheap, same area as the restaurant makes most sense but i am open to any area.",default
What kind of food is it?,default
"Sorry I have the restaurant. I am looking for a cheap, four star hotel with free parking and internet.",default
Do they have internet?,default
"No, could you just give me the area that is in and postcode please?",default
No thank you that will be all,default
I need to take a train out of cambridge after 19:00 please.,default
I need to travel on tuesday to london kings cross.,default
Yes please for 6 people.,default
"Yes, I'm looking for a restaurant. I believe it's called Curry Prince.",default
"Yes, I would like it the same day at 14:00. I would also like the reference number from the train and restaurant please.",default
The restaurant is for six as well.,default
Ok thank you! That is all I need.,default
"No,that's all. Thank you",default
I want to find a moderately priced restaurant.,default
Yes I would like the restaurant to be located in the center of the attractions.,default
i need to know the food type and postcode and it should also have mutliple sports,default
get me the food type and the post code,default
"Absolutely! Thank you! I also need information on the attractions that have multiple sports in town, in the same area as the restaurant please.",default
"No, I want to be in the centre of town. What about architecture attractions?",default
Can I get their phone number and address please?,default
"Oh, what type of architecture is it?",default
Just the address please,default
Is there an entrance fee?,default
That will be all. Thank you!,default
"Hi, I'm looking for restaurants in the area that serve British cuisine. Could you give me some suggestions?",default
Is there something available in the west?,default
"I don't care about the price range. However, I need to confirm that the restaurant serves British food and is in the centre of town.",default
"Yes. For 6 people at 19:30 on friday, please. I'll need the reference number.",default
Great thanks so much!,default
That's all I needed thank you,default
I would like to get some information about colleges to visit?,default
"May I please have entrance fees, phone numbers, and post codes?",default
I would like to know the entrance fee.,default
I also need a train leaving on Friday. I will be departing from Birmingham New Street and going to Cambridge. I would like to arrive by 16:30.,default
Yes I need 6 tickets.,default
That will be all. Thank you for all your help.,default
I need a train to arrive in cambridge by 19:30 on thursday.,default
The train should go to london kings cross and should depart from cambridge at 19:30,default
I need 2 tickets please and the reference number can you help me with that?,default
I am also looking for a restaurant in the center of town in the expensive price range.,default
"Any type of cuisine is fine with me. Can you book a table for us at your favorite? We'll need it at 11:30, before we take that train.",default
That sounds great! I need to get a table for 2 at 11:30 on Thursday.,default
Thanks for the help. That's all I need today. Have a good day.,default
What is the address for Pizza Hut in Cherry Hinton?,default
i need to reserve a table there.,default
book a table for 8 people at 17:15 on sunday.,default
"I am in a hurry, this is odd. Hello? Can anyone help me? Can I speak with your supervisor?",default
Thanks. I'd also like a multiple sports attractions in the centre.,default
"No problem, how about a nightclub?",default
that will be great.,default
Can I get their phone number and postcode please?,default
I also need a taxi to commute between the two places.,default
I thought you already booked it? I'm confused.,default
Yes thank you that is all I need.,default
"Hi, I'm looking for a place to eat some indian food.",default
I would like it to be expensive.,default
"I'd like a place in the south, please.",default
"No, but can you give me the address, postcode, and phone number?",default
I would also like to go to some attractions in the same area as the restaurant.,default
"restaurant is what i am looking for, entrance fee and postcode please. get me a taxi from the attraction by 10.15, get me its contact number and car type.",default
"Oh, yeah, I do want information on attractions! In the same area. After that, I will need a taxi.",default
"That sounds wonderful, is it also in the South part of town? If so, I'd like a taxi from there to my hotel.",default
I want a taxi from the restaurant that I am at,default
"I'm sorry, I'd like a taxi from Wandlebury Country Park to Taj Tandoori. I'd like the taxi to pick me up at 10:15.",default
"No, that is all. Goodbye!",default
"Hi, I am looking for a place to stay in Cambridge. I will need free parking.",default
How about something expensive with a 4 star rating?,default
Actually I'm looking for a guesthouse. Do you have one that has 4 stars and free parking?,default
A moderate priced one is fine. Please give me the postcode phone number and area.,default
"I'd like to book it myself, may I get the phone number please? I'll also need a train from Norwich arriving by 11:45. Can you help me with that as well?",default
I would like to leave on Tuesday headed to Cambridge,default
how much will i need to pay for ticket?,default
Thank you for that. That is all I needed. Thanks!,default
Yes I am looking for some hotels that include free parking and cheap rates in the Cambridge area.,default
Sure. I'd like a guesthouse.,default
I don't care. Please book one that you recommend.,default
"I need it for 8 people, and for 4 nights starting Saturday.",default
I also would like to find a museum in the west.,default
"I would like to find the Museum of Science, please.",default
Is there a museum of science?,default
Are there any other museums in that area?,default
The museum I want should be in the west side of town and can I have the postcode for the museum.,default
"Great, thanks for the help!",default
"Yes, I think that will be better since it's on the west side. Thank you, that's all I need.",default
Thank You. I think that's all I need today.,default
Thank you! Have a great day!,default
I'm just looking for Great Saint Mary's Church.,default
Thank you so much! You gave me all the information I need today. I appreciate your time.,default
Good bye.,default
Oh my! I totally forgot that I also need to find a place to stay. Can you find me an expensive place that is 3-star rated?,default
Can I book one with free parking?,default
"I would need a room for 5 nights, for 4 people please.",default
Monday would be great.,default
"Nope, that should be all, thanks!",default
I am looking for a hotel to stay at located in the centre.,default
"I would like expensive, please.",default
"Yes, you can. I'll try the Gonville.",default
Please book for 4 people.,default
"I will be arriving on Sunday and staying for 3 nights. And there will be 2 people, not 4.",default
No that's all. Thanks.,default
I need a train that leaves on wednesday after 12:30.,default
I am departing from birmingham new street and my destination is cambridge.,default
"Yes, thank you.",default
I am also looking for a certain hotel in the area. It is called the Lovell Lodge. Do you have information on that?,default
"Could you see if they have rooms available for 7 people, for a 4 night stay?",default
I'd like you begin my stay on Wednesday.,default
"Ummm, I can swing just 2 nights if that is available.",default
"Thanks, that is all. Goodbye!",default
I need to schedule a taxi to da vinci pizzeria from tandoori palace.,default
I would like to leave after 22:15.,default
Ok thank you!,default
I do not thank you.,default
Find me a restaurant in the centre that serves corsica food,default
"how about just something that's really overpriced? i don't care if the food is good, just want to impress my boss",default
What about mediterranean food?,default
Let's book it for La Mimosa for 3 people at 17:30 on Thursday.,default
Great. Thank you so much. I also need information on a train to London Liverpool street.,default
on friday and i need to get there by 10:45,default
"Yes, I actually just needed the train number, so thank you.",default
"No, that will be it. I will book the train later.",default
Thanks. You too.,default
I want to find a moderately priced place to stay that has at least a 3-star rating,default
Any area is okay as long as the hotel includes free parking. I don't need internet.,default
yes please book it for 1,default
"3 days and get me phone number, postcode, and address please",default
"Actually I am don't need to book a room just yet but can you provide the phone number, postcode, and address.",default
"I am also looking for a Molecular gastronomy place to eat, moderate price.",default
"Oh, that's too bad. How about international food?",default
"Yes, but first I just want to make sure this is in the centre area of town.",default
I'd like it to be on Monday at 15:30. It will be for 3 people.,default
"That's all I need, thanks so much for all of your help! Have a great day!",default
I'm looking for a train that departs from peterborough and arrives by 19:30,default
I am going to Cambridge on Sunday.,default
Sure would. What time does it depart and how much does it cost?,default
Thanks i appreciate your service. Can you also assist me with finding a place to stay? The Hotel should be a moderately priced 4 Star Hotel.,default
in the south and preferably a 4 star which is moderately priced,default
"Yes, please. Can you book it for 5 people and 3 nights starting from the day we arrive?",default
"thanks for the service, that is all I need.",default
Where would I find the museum of archaeology and anthropology?,default
"And the attraction type is a museum, right?",default
Sounds great. Thank you for the info!,default
"Yes, I need a place to dine that is expensive in the north please. European would be nice.",default
Yes actually. Book me a table for 2 people on sunday.... let's say 20:00?,default
"It's not ideal, but maybe a little earlier would work. Say 19:00?",default
"No, thank you so much for your help today. Have a good day!",default
I need a train from Peterborough to Cambridge.,default
I'd like to leave on Tuesday after 10:15.,default
Yes. I need 4 tickets.,default
Great I also am looking to find an attraction in the centre of town.,default
Do you have any swimming pools?,default
How much does it cost to get in?,default
What is the phone number for Parkside Pools? I'll just call them to get the entrance fee myself.,default
What is the entrance fee to the Parkside Pool?,default
Are there any attractions in the centre that do list the entrance fee along with the phone number? It doesn't have to be a swimming pool.,default
"That's all that I needed then today, thank you!",default
I'm looking for a place to dine in the centre that serves jamaican food.,default
"That is fine, how about a place that serves Indian food?",default
I have no preference in price range.,default
That sounds perfect. Can you book a table for me for tuesday?,default
I need the reservation for 2 people for 14:30 for Tuesday.,default
"Perfect. Also need to book a hotel, the autumn house for 2 people, 2 nights from Tuesday. If that day fails, then Wednesday and provide the reference number.",default
"No, that's all I need, thanks.",default
I'm looking for a theatre to visit in the centre of Cambridge. Can you help me with this?,default
Are either in the city center?,default
Can you give me the address of the ADC Theatre please?,default
What films are playing today?,default
I am looking for a particular hotel called avalon.,default
"Great, can I book that for 6 people for 3 nights starting on Tuesday.",default
Would you be interested in staying at the Avalon for 1 night? If not we can find another hotel available for a 3 night stay for 6 guests.,default
im looking for the avalon its a nice hotel,default
I will need to book a room for 6 people and 3 nights starting Tuesday please.,default
Can you try 1 night?,default
That's great. Can you book the room and give me the reference number?,default
"No, that would be all. Thanks. Bye.",default
I need to make a train reservation for Friday and I need it to arrive by 19:00,default
I will be departing from Cambridge.,default
I will be going to stansted airport.,default
"That's an early arrival. Is there a later train that arrives before 19:00, please?",default
"Yes, that would work. Could you book it for 5 people?",default
No that was all. Thanks!,default
"I need help finding a place to dine in the expensive price range and serves british food, can you help me?",default
Any of them you recommend would be fine. I do need a booking for saturday.,default
"There are seven of us, we'd like a bit of an early dinner at 15:45.",default
"Yes, I'd also like to find some lodging accommodations for the same group of people, on the same day.",default
I am looking for the hotel cityroomz to be exact.,default
We need reservations for two nights please.,default
No thank you for all your help.,default
Please find a European restaurant in the centre.,default
"Yes, I need something in the moderate price range",default
Yes. Please book me a table for Thursday at 19:00 for 5 people.,default
"Great, we are meeting friends at wandlebury country park before we eat, can you tell me about that place and where it is?",default
Okay thank you very much.,default
I will need a taxi to get from the park to the restaurant.,default
By 19:00.,default
Thats everything I needed thanks for the help!,default
"Hey, can you help me out? I am looking for something to do. What kind of entertainment is out there in the center of town?",default
That's not necessary. Are there any colleges in that area instead?,default
That actually sounds great. Could you give me the phone number for Gonville and Caius college?,default
"Actually, yes. I am looking for a cheap place to stay with free parking.",default
I would prefer the East side.,default
"Yes, both please. I'm looking to get a room just for me for 2 nights on Friday at a place that offers wifi and parking free.",default
How about one night?,default
I'd also like a taxi between the places if possible.,default
"I need to go from the college to the hotel, and I want to leave the college by 20:45, please.",default
"No, that is all I will need today. Thank you very much.",default
I am trying to find a hotel in Cambridge called the Hamilton Lodge.,default
Yes. I would like to book for 5 nights starting Tuesday with a total of 6 people. Can I have the reference number?,default
I'm looking for the cotto restaurant.,default
"Not currently no. Can you give me the full address of Cotto? I need the address, postcode and area please.",default
"Thanks, that's all I need!",default
I'm trying to find someplace to visit in town.,default
"Yes, I need an attraction in the weat",default
Yes. Can you recommend one place and provide their phone number and postcode?,default
Im also looking for a 4 star hotel.,default
Are any of those in the moderate price range?,default
how about one that is in the expensive price range.,default
"yes for 6 people for 2 nights on wednesday, and I need the confirmation number",default
"Okay, just let me get a reference number when you book it.",default
"Yes, I am going to need a taxi to get between the attraction and the hotel please.",default
I want to leave the college by 05:30.,default
"Once you make the booking, I will need the contact number and car type please.",default
"No, thanks, I just need to know the contact number and car type, please.",default
Thanks. What is their contact number?,default
thank you. that is all for today.,default
I appreciate your help. Goodbye.,default
I'd like a taxi to the cafe jello gallery please.,default
I'd like to picked up from cafe jello gallery after 12:30.,default
"So Sorry, i want to leave cafe jello gallery after 12:30 going to the junction.",default
"Great, thank you. That's everything that I needed!",default
I am visiting Cambridge and looking for local attractions. Can you suggest a place to go in town?,default
"Yes, could you provide me with information on museums in the west of town and the entrance fees?",default
Perhaps. I'm also looking for a restaurant called Pizza Express Fen Ditton. Can you tell me about that?,default
Yes please. I will need a table for 3 people on Sunday at 14:45. Can I also have the reference number for it when it is booked?,default
Great! That is all I need.,default
"Yeah, I'm visiting Cambridge and was wondering if you could tell me about the All Saints Church?",default
Can you tell me what part of town the church is located in?,default
"Great, I am also looking to stay at a guesthouse in the north",default
No particular star rating but I do want free wifi.,default
